STUDYID,DOMAIN,USUBJID,CLSEQ,CLREFID,CLTESTCD,CLTEST,CLCAT,CLORRES,CLSTRESC,CLLOC,VISITDY,CLDTC,CLDY,CLTPT,CLTPTNUM
20214751,CL,20214751-156,678,678,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,6,2018-10-14,6,Immediately after dosing,2
20214751,CL,20214751-156,679,679,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,7,2018-10-15,7,Before Dosing,1
20214751,CL,20214751-156,680,680,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,7,2018-10-15,7,Afternoon,4
20214751,CL,20214751-156,681,681,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,7,2018-10-15,7,End of the Day,5
20214751,CL,20214751-156,682,682,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,8,2018-10-16,8,Before Dosing,1
20214751,CL,20214751-156,683,683,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,8,2018-10-16,8,Afternoon,4
20214751,CL,20214751-156,684,684,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,8,2018-10-16,8,End of the Day,5
20214751,CL,20214751-156,685,685,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,9,2018-10-17,9,Before Dosing,1
20214751,CL,20214751-156,686,686,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,9,2018-10-17,9,Afternoon,4
20214751,CL,20214751-156,687,687,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,9,2018-10-17,9,End of the Day,5
20214751,CL,20214751-156,688,688,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,10,2018-10-18,10,Before Dosing,1
20214751,CL,20214751-156,689,689,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,10,2018-10-18,10,Afternoon,4
20214751,CL,20214751-156,690,690,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,10,2018-10-18,10,End of the Day,5
20214751,CL,20214751-156,691,691,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,11,2018-10-19,11,Before Dosing,1
20214751,CL,20214751-156,692,692,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,11,2018-10-19,11,Afternoon,4
20214751,CL,20214751-156,693,693,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,11,2018-10-19,11,End of the Day,5
20214751,CL,20214751-156,694,694,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,12,2018-10-20,12,Before Dosing,1
20214751,CL,20214751-156,695,695,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,12,2018-10-20,12,Immediately after dosing,2
20214751,CL,20214751-156,696,696,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,13,2018-10-21,13,Before Dosing,1
20214751,CL,20214751-156,697,697,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,13,2018-10-21,13,Immediately after dosing,2
20214751,CL,20214751-156,698,698,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,14,2018-10-22,14,Before Dosing,1
20214751,CL,20214751-156,699,699,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,14,2018-10-22,14,Afternoon,4
20214751,CL,20214751-156,700,700,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,14,2018-10-22,14,End of the Day,5
20214751,CL,20214751-156,701,701,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,15,2018-10-23,15,Before Dosing,1
20214751,CL,20214751-156,702,702,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,15,2018-10-23,15,Afternoon,4
20214751,CL,20214751-156,703,703,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,15,2018-10-23,15,End of the Day,5
20214751,CL,20214751-156,704,704,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,16,2018-10-24,16,Before Dosing,1
20214751,CL,20214751-156,705,705,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,16,2018-10-24,16,Afternoon,4
20214751,CL,20214751-156,706,706,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,16,2018-10-24,16,End of the Day,5
20214751,CL,20214751-156,707,707,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,17,2018-10-25,17,Before Dosing,1
20214751,CL,20214751-156,708,708,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,17,2018-10-25,17,Afternoon,4
20214751,CL,20214751-156,709,709,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,17,2018-10-25,17,End of the Day,5
20214751,CL,20214751-156,710,710,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,18,2018-10-26,18,Before Dosing,1
20214751,CL,20214751-156,711,711,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,18,2018-10-26,18,Afternoon,4
20214751,CL,20214751-156,712,712,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,18,2018-10-26,18,End of the Day,5
20214751,CL,20214751-156,713,713,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,19,2018-10-27,19,Before Dosing,1
20214751,CL,20214751-156,714,714,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,19,2018-10-27,19,Immediately after dosing,2
20214751,CL,20214751-156,715,715,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,20,2018-10-28,20,Before Dosing,1
20214751,CL,20214751-156,716,716,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,20,2018-10-28,20,Immediately after dosing,2
20214751,CL,20214751-156,717,717,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,21,2018-10-29,21,Before Dosing,1
20214751,CL,20214751-156,718,718,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,21,2018-10-29,21,Afternoon,4
20214751,CL,20214751-156,719,719,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,21,2018-10-29,21,End of the Day,5
20214751,CL,20214751-156,720,720,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,22,2018-10-30,22,Before Dosing,1
20214751,CL,20214751-156,721,721,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,22,2018-10-30,22,Afternoon,4
20214751,CL,20214751-156,722,722,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,22,2018-10-30,22,End of the Day,5
20214751,CL,20214751-156,723,723,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,23,2018-10-31,23,Before Dosing,1
20214751,CL,20214751-156,724,724,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,23,2018-10-31,23,Afternoon,4
20214751,CL,20214751-156,725,725,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,23,2018-10-31,23,End of the Day,5
20214751,CL,20214751-156,726,726,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,24,2018-11-01,24,Before Dosing,1
20214751,CL,20214751-156,727,727,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,24,2018-11-01,24,Afternoon,4
20214751,CL,20214751-156,728,728,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,24,2018-11-01,24,End of the Day,5
20214751,CL,20214751-156,729,729,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,25,2018-11-02,25,Before Dosing,1
20214751,CL,20214751-156,730,730,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,25,2018-11-02,25,Afternoon,4
20214751,CL,20214751-156,731,731,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,25,2018-11-02,25,End of the Day,5
20214751,CL,20214751-156,732,732,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,26,2018-11-03,26,Before Dosing,1
20214751,CL,20214751-156,733,733,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,26,2018-11-03,26,Immediately after dosing,2
20214751,CL,20214751-156,734,734,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,27,2018-11-04,27,Before Dosing,1
20214751,CL,20214751-156,735,735,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,27,2018-11-04,27,Immediately after dosing,2
20214751,CL,20214751-156,736,736,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,28,2018-11-05,28,Before Dosing,1
20214751,CL,20214751-156,737,737,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,28,2018-11-05,28,Afternoon,4
20214751,CL,20214751-156,738,738,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,28,2018-11-05,28,End of the Day,5
20214751,CL,20214751-156,739,739,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,29,2018-11-06,29,Before Dosing,1
20214751,CL,20214751-156,740,740,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,29,2018-11-06,29,Afternoon,4
20214751,CL,20214751-156,741,741,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,29,2018-11-06,29,End of the Day,5
20214751,CL,20214751-156,742,742,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,30,2018-11-07,30,Before Dosing,1
20214751,CL,20214751-156,743,743,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,30,2018-11-07,30,Afternoon,4
20214751,CL,20214751-156,744,744,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,30,2018-11-07,30,End of the Day,5
20214751,CL,20214751-156,745,745,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,31,2018-11-08,31,Before Dosing,1
20214751,CL,20214751-156,746,746,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,31,2018-11-08,31,Afternoon,4
20214751,CL,20214751-156,747,747,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,31,2018-11-08,31,End of the Day,5
20214751,CL,20214751-156,748,748,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,32,2018-11-09,32,Before Dosing,1
20214751,CL,20214751-156,749,749,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,32,2018-11-09,32,Afternoon,4
20214751,CL,20214751-156,750,750,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,32,2018-11-09,32,End of the Day,5
20214751,CL,20214751-156,751,751,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,33,2018-11-10,33,Before Dosing,1
20214751,CL,20214751-156,752,752,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,33,2018-11-10,33,Immediately after dosing,2
20214751,CL,20214751-156,753,753,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,34,2018-11-11,34,Before Dosing,1
20214751,CL,20214751-156,754,754,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,34,2018-11-11,34,Immediately after dosing,2
20214751,CL,20214751-156,755,755,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,35,2018-11-12,35,Before Dosing,1
20214751,CL,20214751-156,756,756,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,35,2018-11-12,35,Afternoon,4
20214751,CL,20214751-156,757,757,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,35,2018-11-12,35,End of the Day,5
20214751,CL,20214751-156,758,758,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,36,2018-11-13,36,Before Dosing,1
20214751,CL,20214751-156,759,759,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,36,2018-11-13,36,Afternoon,4
20214751,CL,20214751-156,760,760,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,36,2018-11-13,36,End of the Day,5
20214751,CL,20214751-156,761,761,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,37,2018-11-14,37,Before Dosing,1
20214751,CL,20214751-156,762,762,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,37,2018-11-14,37,Afternoon,4
20214751,CL,20214751-156,763,763,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,37,2018-11-14,37,End of the Day,5
20214751,CL,20214751-156,764,764,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,38,2018-11-15,38,Before Dosing,1
20214751,CL,20214751-156,765,765,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,38,2018-11-15,38,Afternoon,4
20214751,CL,20214751-156,766,766,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,38,2018-11-15,38,End of the Day,5
20214751,CL,20214751-156,767,767,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,39,2018-11-16,39,Before Dosing,1
20214751,CL,20214751-156,768,768,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,39,2018-11-16,39,Afternoon,4
20214751,CL,20214751-156,769,769,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,39,2018-11-16,39,End of the Day,5
20214751,CL,20214751-156,770,770,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,40,2018-11-17,40,Before Dosing,1
20214751,CL,20214751-156,771,771,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,40,2018-11-17,40,Immediately after dosing,2
20214751,CL,20214751-156,772,772,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,41,2018-11-18,41,Before Dosing,1
20214751,CL,20214751-156,773,773,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,41,2018-11-18,41,Immediately after dosing,2
20214751,CL,20214751-156,774,774,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,42,2018-11-19,42,Before Dosing,1
20214751,CL,20214751-156,775,775,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,42,2018-11-19,42,Afternoon,4
20214751,CL,20214751-156,776,776,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,42,2018-11-19,42,End of the Day,5
20214751,CL,20214751-156,777,777,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,43,2018-11-20,43,Before Dosing,1
20214751,CL,20214751-156,778,778,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,43,2018-11-20,43,Afternoon,4
20214751,CL,20214751-156,779,779,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,43,2018-11-20,43,End of the Day,5
20214751,CL,20214751-156,780,780,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,44,2018-11-21,44,Before Dosing,1
20214751,CL,20214751-156,781,781,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,44,2018-11-21,44,Afternoon,4
20214751,CL,20214751-156,782,782,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,44,2018-11-21,44,End of the Day,5
20214751,CL,20214751-156,783,783,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,45,2018-11-22,45,Before Dosing,1
20214751,CL,20214751-156,784,784,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,45,2018-11-22,45,Afternoon,4
20214751,CL,20214751-156,785,785,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,45,2018-11-22,45,End of the Day,5
20214751,CL,20214751-156,786,786,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,46,2018-11-23,46,Before Dosing,1
20214751,CL,20214751-251,787,787,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,1,2018-10-09,1,Immediately after dosing,2
20214751,CL,20214751-251,788,788,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,1,2018-10-09,1,0.5h after treatment,3
20214751,CL,20214751-251,789,789,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,1,2018-10-09,1,Afternoon,4
20214751,CL,20214751-251,790,790,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,1,2018-10-09,1,End of the Day,5
20214751,CL,20214751-251,791,791,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,2,2018-10-10,2,Before Dosing,1
20214751,CL,20214751-251,792,792,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,2,2018-10-10,2,Immediately after dosing,2
20214751,CL,20214751-251,793,793,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,2,2018-10-10,2,0.5h after treatment,3
20214751,CL,20214751-251,794,794,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,2,2018-10-10,2,Afternoon,4
20214751,CL,20214751-251,795,795,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,2,2018-10-10,2,End of the Day,5
20214751,CL,20214751-251,796,796,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,3,2018-10-11,3,Before Dosing,1
20214751,CL,20214751-251,797,797,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,3,2018-10-11,3,Immediately after dosing,2
20214751,CL,20214751-251,798,798,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,3,2018-10-11,3,0.5h after treatment,3
20214751,CL,20214751-251,799,799,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,3,2018-10-11,3,Afternoon,4
20214751,CL,20214751-251,800,800,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,3,2018-10-11,3,End of the Day,5
20214751,CL,20214751-251,801,801,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,4,2018-10-12,4,Before Dosing,1
20214751,CL,20214751-251,802,802,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,4,2018-10-12,4,Immediately after dosing,2
20214751,CL,20214751-251,803,803,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,4,2018-10-12,4,0.5h after treatment,3
20214751,CL,20214751-251,804,804,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,4,2018-10-12,4,Afternoon,4
20214751,CL,20214751-251,805,805,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,4,2018-10-12,4,End of the Day,5
20214751,CL,20214751-251,806,806,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,5,2018-10-13,5,Before Dosing,1
20214751,CL,20214751-251,807,807,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,5,2018-10-13,5,Immediately after dosing,2
20214751,CL,20214751-251,808,808,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,6,2018-10-14,6,Before Dosing,1
20214751,CL,20214751-251,809,809,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,6,2018-10-14,6,Immediately after dosing,2
20214751,CL,20214751-251,810,810,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,7,2018-10-15,7,Before Dosing,1
20214751,CL,20214751-251,811,811,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,7,2018-10-15,7,Afternoon,4
20214751,CL,20214751-251,812,812,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,7,2018-10-15,7,End of the Day,5
20214751,CL,20214751-251,813,813,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,8,2018-10-16,8,Before Dosing,1
20214751,CL,20214751-251,814,814,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,8,2018-10-16,8,Afternoon,4
20214751,CL,20214751-251,815,815,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,8,2018-10-16,8,End of the Day,5
20214751,CL,20214751-251,816,816,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,9,2018-10-17,9,Before Dosing,1
20214751,CL,20214751-251,817,817,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,9,2018-10-17,9,Afternoon,4
20214751,CL,20214751-251,818,818,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,9,2018-10-17,9,End of the Day,5
20214751,CL,20214751-251,819,819,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,10,2018-10-18,10,Before Dosing,1
20214751,CL,20214751-251,820,820,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,10,2018-10-18,10,Afternoon,4
20214751,CL,20214751-251,821,821,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,10,2018-10-18,10,End of the Day,5
20214751,CL,20214751-251,822,822,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,11,2018-10-19,11,Before Dosing,1
20214751,CL,20214751-251,823,823,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,11,2018-10-19,11,Afternoon,4
20214751,CL,20214751-251,824,824,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,11,2018-10-19,11,End of the Day,5
20214751,CL,20214751-251,825,825,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,12,2018-10-20,12,Before Dosing,1
20214751,CL,20214751-251,826,826,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,12,2018-10-20,12,Immediately after dosing,2
20214751,CL,20214751-251,827,827,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,13,2018-10-21,13,Before Dosing,1
20214751,CL,20214751-251,828,828,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,13,2018-10-21,13,Immediately after dosing,2
20214751,CL,20214751-251,829,829,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,14,2018-10-22,14,Before Dosing,1
20214751,CL,20214751-251,830,830,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,14,2018-10-22,14,Afternoon,4
20214751,CL,20214751-251,831,831,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,14,2018-10-22,14,End of the Day,5
20214751,CL,20214751-251,832,832,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,15,2018-10-23,15,Before Dosing,1
20214751,CL,20214751-251,833,833,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,15,2018-10-23,15,Afternoon,4
20214751,CL,20214751-251,834,834,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,15,2018-10-23,15,End of the Day,5
20214751,CL,20214751-251,835,835,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,16,2018-10-24,16,Before Dosing,1
20214751,CL,20214751-251,836,836,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,16,2018-10-24,16,Afternoon,4
20214751,CL,20214751-251,837,837,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,16,2018-10-24,16,End of the Day,5
20214751,CL,20214751-251,838,838,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,17,2018-10-25,17,Before Dosing,1
20214751,CL,20214751-251,839,839,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,17,2018-10-25,17,Afternoon,4
20214751,CL,20214751-251,840,840,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,17,2018-10-25,17,End of the Day,5
20214751,CL,20214751-251,841,841,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,18,2018-10-26,18,Before Dosing,1
20214751,CL,20214751-251,842,842,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,18,2018-10-26,18,Afternoon,4
20214751,CL,20214751-251,843,843,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,18,2018-10-26,18,End of the Day,5
20214751,CL,20214751-251,844,844,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,19,2018-10-27,19,Before Dosing,1
20214751,CL,20214751-251,845,845,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,19,2018-10-27,19,Immediately after dosing,2
20214751,CL,20214751-251,846,846,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,20,2018-10-28,20,Before Dosing,1
20214751,CL,20214751-251,847,847,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,20,2018-10-28,20,Immediately after dosing,2
20214751,CL,20214751-251,848,848,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,21,2018-10-29,21,Before Dosing,1
20214751,CL,20214751-251,849,849,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,21,2018-10-29,21,Afternoon,4
20214751,CL,20214751-251,850,850,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,21,2018-10-29,21,End of the Day,5
20214751,CL,20214751-251,851,851,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,22,2018-10-30,22,Before Dosing,1
20214751,CL,20214751-251,852,852,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,22,2018-10-30,22,Afternoon,4
20214751,CL,20214751-251,853,853,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,22,2018-10-30,22,End of the Day,5
20214751,CL,20214751-251,854,854,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,23,2018-10-31,23,Before Dosing,1
20214751,CL,20214751-251,855,855,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,23,2018-10-31,23,Afternoon,4
20214751,CL,20214751-251,856,856,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,23,2018-10-31,23,End of the Day,5
20214751,CL,20214751-251,857,857,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,24,2018-11-01,24,Before Dosing,1
20214751,CL,20214751-251,858,858,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,24,2018-11-01,24,Afternoon,4
20214751,CL,20214751-251,859,859,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,24,2018-11-01,24,End of the Day,5
20214751,CL,20214751-251,860,860,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,25,2018-11-02,25,Before Dosing,1
20214751,CL,20214751-251,861,861,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,25,2018-11-02,25,Afternoon,4
20214751,CL,20214751-251,862,862,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,25,2018-11-02,25,End of the Day,5
20214751,CL,20214751-251,863,863,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,26,2018-11-03,26,Before Dosing,1
20214751,CL,20214751-251,864,864,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,26,2018-11-03,26,Immediately after dosing,2
20214751,CL,20214751-251,865,865,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,27,2018-11-04,27,Before Dosing,1
20214751,CL,20214751-251,866,866,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,27,2018-11-04,27,Immediately after dosing,2
20214751,CL,20214751-251,867,867,CS,Clinical Sign,CLINICAL SIGNS,NORMAL,NORMAL,,28,2018-11-05,28,Before Dosing,1
